s (1,1) 270
(689,3) (689,4) 928
(690,3) (690,4) 379
(691,3) (691,4) 302
(692,3) (692,4) 840
(693,3) (693,4) 906
(694,3) (694,4) 13
(695,3) (695,4) 241
(696,3) (696,4) 613
(697,3) (697,4) 12
(698,3) (698,4) 144
(699,3) (699,4) 999
(700,3) (700,4) 592
(701,3) (701,4) 219
(702,3) (702,4) 639
(703,3) (703,4) 254
(704,3) (704,4) 724
(705,3) (705,4) 668
(706,3) (706,4) 569
(707,3) (707,4) 40
(708,3) (708,4) 73
(709,3) (709,4) 879
(710,3) (710,4) 977
(711,3) (711,4) 383
(712,3) (712,4) 235
(713,3) (713,4) 569
(714,3) (714,4) 700
(715,3) (715,4) 884
(716,3) (716,4) 18
(717,3) (717,4) 193
(718,3) (718,4) 820
(719,3) (719,4) 374
(720,3) (720,4) 795
(721,3) (721,4) 428
(722,3) (722,4) 416
(723,3) (723,4) 8
(724,3) (724,4) 26
(725,3) (725,4) 731
(726,3) (726,4) 557
(727,3) (727,4) 643
(728,3) (728,4) 458
(729,3) (729,4) 922
(730,3) (730,4) 982
(731,3) (731,4) 563
(732,3) (732,4) 83
(733,3) (733,4) 780
(734,3) (734,4) 131
(735,3) (735,4) 374
(736,3) (736,4) 855
(737,3) (737,4) 498
(738,3) (738,4) 257
(739,3) (739,4) 318
(740,3) (740,4) 153
(741,3) (741,4) 962
(742,3) (742,4) 902
(743,3) (743,4) 216
(744,3) (744,4) 42
(745,3) (745,4) 84
(746,3) (746,4) 447
(747,3) (747,4) 133
(748,3) (748,4) 490
(749,3) (749,4) 392
(750,3) (750,4) 8
(751,3) (751,4) 206
(752,3) (752,4) 751
(753,3) (753,4) 267
(754,3) (754,4) 839
(755,3) (755,4) 724
(756,3) (756,4) 740
(757,3) (757,4) 57
(758,3) (758,4) 477
(759,3) (759,4) 781
(760,3) (760,4) 177
(761,3) (761,4) 556
(762,3) (762,4) 378
(763,3) (763,4) 859
(764,3) (764,4) 107
(765,3) (765,4) 274
(766,3) (766,4) 980
(767,3) (767,4) 22
(768,3) (768,4) 105
(769,3) (769,4) 308
(770,3) (770,4) 27
(771,3) (771,4) 906
(772,3) (772,4) 506
(773,3) (773,4) 787
(774,3) (774,4) 765
(775,3) (775,4) 899
(776,3) (776,4) 749
(777,3) (777,4) 846
(778,3) (778,4) 257
(779,3) (779,4) 372
(780,3) (780,4) 71
(781,3) (781,4) 62
(782,3) (782,4) 314
(783,3) (783,4) 568
(784,3) (784,4) 627
(785,3) (785,4) 754
(786,3) (786,4) 866
(787,3) (787,4) 944
(788,3) (788,4) 137
(789,3) (789,4) 870
(790,3) (790,4) 112
(791,3) (791,4) 162
(792,3) (792,4) 886
(793,3) (793,4) 54
(794,3) (794,4) 112
(795,3) (795,4) 139
(796,3) (796,4) 371
(797,3) (797,4) 609
(798,3) (798,4) 341
(799,3) (799,4) 403
(800,3) (800,4) 93
(801,3) (801,4) 721
(802,3) (802,4) 629
(803,3) (803,4) 814
(804,3) (804,4) 576
(805,3) (805,4) 822
(806,3) (806,4) 561
(807,3) (807,4) 99
(808,3) (808,4) 408
(809,3) (809,4) 146
(810,3) (810,4) 167
(811,3) (811,4) 142
(812,3) (812,4) 910
(813,3) (813,4) 767
(814,3) (814,4) 215
(815,3) (815,4) 168
(816,3) (816,4) 524
(817,3) (817,4) 901
(818,3) (818,4) 782
(819,3) (819,4) 902
(820,3) (820,4) 405
(821,3) (821,4) 816
(822,3) (822,4) 786
(823,3) (823,4) 143
(824,3) (824,4) 12
(825,3) (825,4) 333
(826,3) (826,4) 635
(827,3) (827,4) 582
(828,3) (828,4) 351
(829,3) (829,4) 661
(830,3) (830,4) 42
(831,3) (831,4) 120
(832,3) (832,4) 543
(833,3) (833,4) 291
(834,3) (834,4) 73
(835,3) (835,4) 487
(836,3) (836,4) 263
(837,3) (837,4) 375
(838,3) (838,4) 366
(839,3) (839,4) 797
(840,3) (840,4) 135
(841,3) (841,4) 669
(842,3) (842,4) 806
(843,3) (843,4) 772
(844,3) (844,4) 380
(845,3) (845,4) 655
(846,3) (846,4) 242
(847,3) (847,4) 674
(848,3) (848,4) 885
(849,3) (849,4) 575
(850,3) (850,4) 248
(851,3) (851,4) 323
(852,3) (852,4) 165
(853,3) (853,4) 681
(854,3) (854,4) 56
(855,3) (855,4) 582
(856,3) (856,4) 768
(857,3) (857,4) 965
(858,3) (858,4) 561
(859,3) (859,4) 673
(860,3) (860,4) 443
(861,3) (861,4) 242
(862,3) (862,4) 136
(863,3) (863,4) 129
(864,3) (864,4) 373
(865,3) (865,4) 774
(866,3) (866,4) 932
(867,3) (867,4) 897
(868,3) (868,4) 948
(869,3) (869,4) 762
(870,3) (870,4) 337
(871,3) (871,4) 883
(872,3) (872,4) 981
(873,3) (873,4) 330
(874,3) (874,4) 408
(875,3) (875,4) 197
(876,3) (876,4) 892
(877,3) (877,4) 83
(878,3) (878,4) 279
(879,3) (879,4) 763
(880,3) (880,4) 748
(881,3) (881,4) 869
(882,3) (882,4) 746
(883,3) (883,4) 619
(884,3) (884,4) 915
(885,3) (885,4) 183
(886,3) (886,4) 981
(887,3) (887,4) 789
(888,3) (888,4) 885
(889,3) (889,4) 489
(890,3) (890,4) 764
(891,3) (891,4) 952
(892,3) (892,4) 148
(893,3) (893,4) 173
(894,3) (894,4) 346
(895,3) (895,4) 802
(896,3) (896,4) 209
(897,3) (897,4) 463
(898,3) (898,4) 938
(899,3) (899,4) 176
(900,3) (900,4) 105
(901,3) (901,4) 924
(902,3) (902,4) 182
(903,3) (903,4) 555
(904,3) (904,4) 463
(905,3) (905,4) 998
(906,3) (906,4) 218
(907,3) (907,4) 860
(908,3) (908,4) 362
(909,3) (909,4) 365
(910,3) (910,4) 907
(911,3) (911,4) 6
(912,3) (912,4) 682
(913,3) (913,4) 154
(914,3) (914,4) 361
(915,3) (915,4) 649
(916,3) (916,4) 397
(917,3) (917,4) 573
(918,3) (918,4) 950
(919,3) (919,4) 815
(920,3) (920,4) 976
(921,3) (921,4) 294
(922,3) (922,4) 730
(923,3) (923,4) 191
(924,3) (924,4) 92
(925,3) (925,4) 56
(926,3) (926,4) 221
(927,3) (927,4) 448
(928,3) (928,4) 743
(929,3) (929,4) 9
(930,3) (930,4) 327
(931,3) (931,4) 679
(932,3) (932,4) 932
(933,3) (933,4) 15
(934,3) (934,4) 968
(935,3) (935,4) 41
(936,3) (936,4) 976
(937,3) (937,4) 509
(938,3) (938,4) 703
(939,3) (939,4) 980
(940,3) (940,4) 850
(941,3) (941,4) 258
(942,3) (942,4) 121
(943,3) (943,4) 239
(944,3) (944,4) 614
(945,3) (945,4) 594
(946,3) (946,4) 409
(947,3) (947,4) 530
(948,3) (948,4) 293
(949,3) (949,4) 430
(950,3) (950,4) 582
(951,3) (951,4) 1
(952,3) (952,4) 453
(953,3) (953,4) 927
(954,3) (954,4) 677
(955,3) (955,4) 610
(956,3) (956,4) 793
(957,3) (957,4) 160
(958,3) (958,4) 67
(959,3) (959,4) 109
(960,3) (960,4) 349
(961,3) (961,4) 193
(962,3) (962,4) 207
(963,3) (963,4) 571
(964,3) (964,4) 224
(965,3) (965,4) 504
(966,3) (966,4) 867
(967,3) (967,4) 695
(968,3) (968,4) 205
(969,3) (969,4) 26
(970,3) (970,4) 525
(971,3) (971,4) 810
(972,3) (972,4) 776
(973,3) (973,4) 287
(974,3) (974,4) 102
(975,3) (975,4) 843
(976,3) (976,4) 34
(977,3) (977,4) 51
(978,3) (978,4) 382
(979,3) (979,4) 651
(980,3) (980,4) 145
(981,3) (981,4) 56
(982,3) (982,4) 1
(983,3) (983,4) 37
(984,3) (984,4) 720
(985,3) (985,4) 257
(986,3) (986,4) 522
(987,3) (987,4) 868
(988,3) (988,4) 734
(989,3) (989,4) 466
(990,3) (990,4) 59
(991,3) (991,4) 120
(992,3) (992,4) 821
(993,3) (993,4) 11
(994,3) (994,4) 374
(995,3) (995,4) 24
(996,3) (996,4) 729
(997,3) (997,4) 835
(998,3) (998,4) 307
(999,3) (999,4) 787
(1000,3) (1000,4) 546
(1,4) (1,5) 345
(2,4) (2,5) 655
(3,4) (3,5) 706
(4,4) (4,5) 904
(5,4) (5,5) 318
(6,4) (6,5) 541
(7,4) (7,5) 725
(8,4) (8,5) 499
(9,4) (9,5) 142
(10,4) (10,5) 875
(11,4) (11,5) 605
(12,4) (12,5) 660
(13,4) (13,5) 678
(14,4) (14,5) 908
(15,4) (15,5) 745
(16,4) (16,5) 388
(17,4) (17,5) 727
(18,4) (18,5) 917
(19,4) (19,5) 675
(20,4) (20,5) 703
(21,4) (21,5) 816
(22,4) (22,5) 63
(23,4) (23,5) 282
(24,4) (24,5) 907
(25,4) (25,5) 410
(26,4) (26,5) 24
(27,4) (27,5) 178
(28,4) (28,5) 275
(29,4) (29,5) 708
(30,4) (30,5) 229
(31,4) (31,5) 312
(32,4) (32,5) 115
(33,4) (33,5) 79
(34,4) (34,5) 136
(35,4) (35,5) 727
(36,4) (36,5) 847
(37,4) (37,5) 340
(38,4) (38,5) 946
(39,4) (39,5) 161
(40,4) (40,5) 412
(41,4) (41,5) 594
(42,4) (42,5) 534
(43,4) (43,5) 415
(44,4) (44,5) 827
(45,4) (45,5) 500
(46,4) (46,5) 186
(47,4) (47,5) 905
(48,4) (48,5) 653
(49,4) (49,5) 982
(50,4) (50,5) 418
(51,4) (51,5) 649
(52,4) (52,5) 688
(53,4) (53,5) 776
(54,4) (54,5) 235
(55,4) (55,5) 105
(56,4) (56,5) 685
(57,4) (57,5) 923
(58,4) (58,5) 873
(59,4) (59,5) 349
(60,4) (60,5) 386
(61,4) (61,5) 632
(62,4) (62,5) 101
(63,4) (63,5) 187
(64,4) (64,5) 995
(65,4) (65,5) 656
(66,4) (66,5) 238
(67,4) (67,5) 815
(68,4) (68,5) 96
(69,4) (69,5) 670
(70,4) (70,5) 634
(71,4) (71,5) 819
(72,4) (72,5) 146
(73,4) (73,5) 849
(74,4) (74,5) 682
(75,4) (75,5) 532
(76,4) (76,5) 536
(77,4) (77,5) 509
(78,4) (78,5) 16
(79,4) (79,5) 687
(80,4) (80,5) 993
(81,4) (81,5) 585
(82,4) (82,5) 549
(83,4) (83,5) 42
(84,4) (84,5) 973
(85,4) (85,5) 348
(86,4) (86,5) 507
(87,4) (87,5) 312
(88,4) (88,5) 293
(89,4) (89,5) 849
(90,4) (90,5) 508
(91,4) (91,5) 12
(92,4) (92,5) 139
(93,4) (93,5) 161
(94,4) (94,5) 574
(95,4) (95,5) 63
(96,4) (96,5) 606
(97,4) (97,5) 735
(98,4) (98,5) 3
(99,4) (99,5) 788
(100,4) (100,5) 462
(101,4) (101,5) 470
(102,4) (102,5) 753
(103,4) (103,5) 624
(104,4) (104,5) 801
(105,4) (105,5) 207
(106,4) (106,5) 914
(107,4) (107,5) 367
(108,4) (108,5) 248
(109,4) (109,5) 775
(110,4) (110,5) 353
(111,4) (111,5) 313
(112,4) (112,5) 778
(113,4) (113,5) 997
(114,4) (114,5) 530
(115,4) (115,5) 292
(116,4) (116,5) 610
(117,4) (117,5) 49
(118,4) (118,5) 724
(119,4) (119,5) 163
(120,4) (120,5) 167
(121,4) (121,5) 672
(122,4) (122,5) 95
(123,4) (123,5) 500
(124,4) (124,5) 24
(125,4) (125,5) 340
(126,4) (126,5) 364
(127,4) (127,5) 648
(128,4) (128,5) 906
(129,4) (129,5) 33
(130,4) (130,5) 141
(131,4) (131,5) 515
(132,4) (132,5) 511
(133,4) (133,5) 2
(134,4) (134,5) 641
(135,4) (135,5) 635
(136,4) (136,5) 653
(137,4) (137,5) 345
(138,4) (138,5) 900
(139,4) (139,5) 149
(140,4) (140,5) 816
(141,4) (141,5) 613
(142,4) (142,5) 193
(143,4) (143,5) 418
(144,4) (144,5) 157
(145,4) (145,5) 814
(146,4) (146,5) 549
(147,4) (147,5) 369
(148,4) (148,5) 36
(149,4) (149,5) 548
(150,4) (150,5) 618
(151,4) (151,5) 943
(152,4) (152,5) 112
(153,4) (153,5) 565
(154,4) (154,5) 436
(155,4) (155,5) 529
(156,4) (156,5) 423
(157,4) (157,5) 774
(158,4) (158,5) 715
(159,4) (159,5) 578
(160,4) (160,5) 873
(161,4) (161,5) 841
(162,4) (162,5) 718
(163,4) (163,5) 480
(164,4) (164,5) 935
(165,4) (165,5) 588
(166,4) (166,5) 336
(167,4) (167,5) 656
(168,4) (168,5) 777
(169,4) (169,5) 946
(170,4) (170,5) 746
(171,4) (171,5) 634
(172,4) (172,5) 515
(173,4) (173,5) 539
(174,4) (174,5) 461
(175,4) (175,5) 255
(176,4) (176,5) 965
(177,4) (177,5) 391
(178,4) (178,5) 570
(179,4) (179,5) 686
(180,4) (180,5) 598
(181,4) (181,5) 544
(182,4) (182,5) 840
(183,4) (183,5) 367
(184,4) (184,5) 36
(185,4) (185,5) 476
(186,4) (186,5) 560
(187,4) (187,5) 31
(188,4) (188,5) 843
(189,4) (189,5) 433
(190,4) (190,5) 32
(191,4) (191,5) 681
(192,4) (192,5) 72
(193,4) (193,5) 676
(194,4) (194,5) 195
(195,4) (195,5) 534
(196,4) (196,5) 680
(197,4) (197,5) 146
(198,4) (198,5) 946
(199,4) (199,5) 27
(200,4) (200,5) 178
(201,4) (201,5) 15
(202,4) (202,5) 969
(203,4) (203,5) 569
(204,4) (204,5) 309
(205,4) (205,5) 277
(206,4) (206,5) 424
(207,4) (207,5) 642
(208,4) (208,5) 31
(209,4) (209,5) 900
(210,4) (210,5) 460
(211,4) (211,5) 191
(212,4) (212,5) 100
(213,4) (213,5) 32
(214,4) (214,5) 298
(215,4) (215,5) 47
(216,4) (216,5) 823
(217,4) (217,5) 712
(218,4) (218,5) 423
(219,4) (219,5) 113
(220,4) (220,5) 640
(221,4) (221,5) 323
(222,4) (222,5) 207
(223,4) (223,5) 386
(224,4) (224,5) 794
(225,4) (225,5) 621
(226,4) (226,5) 96
(227,4) (227,5) 274
(228,4) (228,5) 967
(229,4) (229,5) 247
(230,4) (230,5) 114
(231,4) (231,5) 145
(232,4) (232,5) 739
(233,4) (233,5) 412
(234,4) (234,5) 621
(235,4) (235,5) 904
(236,4) (236,5) 546
(237,4) (237,5) 183
(238,4) (238,5) 863
(239,4) (239,5) 937
(240,4) (240,5) 679
(241,4) (241,5) 418
(242,4) (242,5) 657
(243,4) (243,5) 848
(244,4) (244,5) 794
(245,4) (245,5) 698
(246,4) (246,5) 620
(247,4) (247,5) 227
(248,4) (248,5) 164
(249,4) (249,5) 886
(250,4) (250,5) 501
(251,4) (251,5) 789
(252,4) (252,5) 170
(253,4) (253,5) 358
(254,4) (254,5) 411
(255,4) (255,5) 984
(256,4) (256,5) 740
(257,4) (257,5) 81
(258,4) (258,5) 889
(259,4) (259,5) 544
(260,4) (260,5) 113
(261,4) (261,5) 94
(262,4) (262,5) 636
(263,4) (263,5) 757
(264,4) (264,5) 865
(265,4) (265,5) 604
(266,4) (266,5) 738
(267,4) (267,5) 81
(268,4) (268,5) 126
(269,4) (269,5) 797
(270,4) (270,5) 61
(271,4) (271,5) 696
(272,4) (272,5) 272
(273,4) (273,5) 685
(274,4) (274,5) 19
(275,4) (275,5) 548
(276,4) (276,5) 36
(277,4) (277,5) 40
(278,4) (278,5) 387
(279,4) (279,5) 40
(280,4) (280,5) 880
(281,4) (281,5) 281
(282,4) (282,5) 134
(283,4) (283,5) 421
(284,4) (284,5) 349
(285,4) (285,5) 400
(286,4) (286,5) 528
(287,4) (287,5) 632
(288,4) (288,5) 170
(289,4) (289,5) 707
(290,4) (290,5) 154
(291,4) (291,5) 156
(292,4) (292,5) 889
(293,4) (293,5) 165
(294,4) (294,5) 237
(295,4) (295,5) 340
(296,4) (296,5) 816
(297,4) (297,5) 755
(298,4) (298,5) 932
(299,4) (299,5) 209
(300,4) (300,5) 750
(301,4) (301,5) 867
(302,4) (302,5) 14
(303,4) (303,5) 169
(304,4) (304,5) 143
(305,4) (305,5) 952
(306,4) (306,5) 703
(307,4) (307,5) 817
(308,4) (308,5) 910
(309,4) (309,5) 744
(310,4) (310,5) 547
(311,4) (311,5) 569
(312,4) (312,5) 311
(313,4) (313,5) 118
(314,4) (314,5) 294
(315,4) (315,5) 533
(316,4) (316,5) 182
(317,4) (317,5) 427
(318,4) (318,5) 403
(319,4) (319,5) 965
(320,4) (320,5) 535
(321,4) (321,5) 568
(322,4) (322,5) 734
(323,4) (323,5) 498
(324,4) (324,5) 283
(325,4) (325,5) 38
(326,4) (326,5) 144
(327,4) (327,5) 544
(328,4) (328,5) 915
(329,4) (329,5) 383
(330,4) (330,5) 247
(331,4) (331,5) 907
(332,4) (332,5) 748
(333,4) (333,5) 909
(334,4) (334,5) 351
(335,4) (335,5) 386
(336,4) (336,5) 784
(337,4) (337,5) 447
(338,4) (338,5) 633
(339,4) (339,5) 409
(340,4) (340,5) 237
(341,4) (341,5) 853
(342,4) (342,5) 191
(343,4) (343,5) 138
(344,4) (344,5) 620
(345,4) (345,5) 297
(346,4) (346,5) 49
(347,4) (347,5) 803
(348,4) (348,5) 104
(349,4) (349,5) 645
(350,4) (350,5) 135
(351,4) (351,5) 634
(352,4) (352,5) 808
(353,4) (353,5) 123
(354,4) (354,5) 811
(355,4) (355,5) 301
(356,4) (356,5) 203
(357,4) (357,5) 319
(358,4) (358,5) 753
(359,4) (359,5) 487
(360,4) (360,5) 919
(361,4) (361,5) 473
(362,4) (362,5) 695
(363,4) (363,5) 253
(364,4) (364,5) 422
(365,4) (365,5) 183
(366,4) (366,5) 635
(367,4) (367,5) 62
(368,4) (368,5) 14
(369,4) (369,5) 151
(370,4) (370,5) 286
(371,4) (371,5) 536
(372,4) (372,5) 124
(373,4) (373,5) 170
(374,4) (374,5) 515
(375,4) (375,5) 296
(376,4) (376,5) 692
(377,4) (377,5) 573
(378,4) (378,5) 563
(379,4) (379,5) 297
(380,4) (380,5) 887
(381,4) (381,5) 432
(382,4) (382,5) 432
(383,4) (383,5) 110
(384,4) (384,5) 417
(385,4) (385,5) 681
(386,4) (386,5) 140
(387,4) (387,5) 58
(388,4) (388,5) 285
(389,4) (389,5) 563
(390,4) (390,5) 221
(391,4) (391,5) 756
(392,4) (392,5) 88
(393,4) (393,5) 695
(394,4) (394,5) 759
(395,4) (395,5) 881
(396,4) (396,5) 943
(397,4) (397,5) 613
(398,4) (398,5) 399
(399,4) (399,5) 802
(400,4) (400,5) 246
(401,4) (401,5) 204
(402,4) (402,5) 128
(403,4) (403,5) 284
(404,4) (404,5) 734
(405,4) (405,5) 301
(406,4) (406,5) 491
(407,4) (407,5) 654
(408,4) (408,5) 586
(409,4) (409,5) 734
(410,4) (410,5) 383
(411,4) (411,5) 364
(412,4) (412,5) 63
(413,4) (413,5) 578
(414,4) (414,5) 419
(415,4) (415,5) 730
(416,4) (416,5) 933
(417,4) (417,5) 901
(418,4) (418,5) 156
(419,4) (419,5) 485
(420,4) (420,5) 238
(421,4) (421,5) 294
(422,4) (422,5) 736
(423,4) (423,5) 796
(424,4) (424,5) 177
(425,4) (425,5) 829
(426,4) (426,5) 397
(427,4) (427,5) 188
(428,4) (428,5) 539
(429,4) (429,5) 659
(430,4) (430,5) 894
(431,4) (431,5) 536
(432,4) (432,5) 892
(433,4) (433,5) 737
(434,4) (434,5) 315
(435,4) (435,5) 167
(436,4) (436,5) 361
(437,4) (437,5) 561
(438,4) (438,5) 77
(439,4) (439,5) 440
(440,4) (440,5) 179
(441,4) (441,5) 97
(442,4) (442,5) 27
(443,4) (443,5) 712
(444,4) (444,5) 964
(445,4) (445,5) 62
(446,4) (446,5) 443
(447,4) (447,5) 636
(448,4) (448,5) 425
(449,4) (449,5) 836
(450,4) (450,5) 360
(451,4) (451,5) 930
(452,4) (452,5) 936
(453,4) (453,5) 860
(454,4) (454,5) 996
(455,4) (455,5) 178
(456,4) (456,5) 247
(457,4) (457,5) 950
(458,4) (458,5) 427
(459,4) (459,5) 266
(460,4) (460,5) 950
(461,4) (461,5) 838
(462,4) (462,5) 109
(463,4) (463,5) 678
(464,4) (464,5) 571
(465,4) (465,5) 915
(466,4) (466,5) 453
(467,4) (467,5) 423
(468,4) (468,5) 769
(469,4) (469,5) 178
(470,4) (470,5) 370
(471,4) (471,5) 18
(472,4) (472,5) 475
(473,4) (473,5) 945
(474,4) (474,5) 737
(475,4) (475,5) 321
(476,4) (476,5) 818
(477,4) (477,5) 416
(478,4) (478,5) 341
(479,4) (479,5) 7
(480,4) (480,5) 449
(481,4) (481,5) 722
(482,4) (482,5) 861
(483,4) (483,5) 349
(484,4) (484,5) 873
(485,4) (485,5) 952
(486,4) (486,5) 152
(487,4) (487,5) 898
(488,4) (488,5) 518
(489,4) (489,5) 471
(490,4) (490,5) 999
(491,4) (491,5) 951
(492,4) (492,5) 629
(493,4) (493,5) 656
(494,4) (494,5) 94
(495,4) (495,5) 791
(496,4) (496,5) 408
(497,4) (497,5) 653
(498,4) (498,5) 441
(499,4) (499,5) 845
(500,4) (500,5) 672
(501,4) (501,5) 180
(502,4) (502,5) 480
(503,4) (503,5) 937
(504,4) (504,5) 990
(505,4) (505,5) 867
(506,4) (506,5) 191
(507,4) (507,5) 419
(508,4) (508,5) 926
(509,4) (509,5) 283
(510,4) (510,5) 108
(511,4) (511,5) 864
(512,4) (512,5) 872
(513,4) (513,5) 658
(514,4) (514,5) 845
(515,4) (515,5) 409
(516,4) (516,5) 428
(517,4) (517,5) 744
(518,4) (518,5) 293
(519,4) (519,5) 744
(520,4) (520,5) 393
(521,4) (521,5) 875
(522,4) (522,5) 627
(523,4) (523,5) 70
(524,4) (524,5) 634
(525,4) (525,5) 734
(526,4) (526,5) 672
(527,4) (527,5) 216
(528,4) (528,5) 663
(529,4) (529,5) 124
(530,4) (530,5) 907
(531,4) (531,5) 896
(532,4) (532,5) 899
(533,4) (533,5) 515
(534,4) (534,5) 226
(535,4) (535,5) 664
(536,4) (536,5) 807
(537,4) (537,5) 699
(538,4) (538,5) 191
(539,4) (539,5) 881
(540,4) (540,5) 482
(541,4) (541,5) 261
(542,4) (542,5) 212
(543,4) (543,5) 25
(544,4) (544,5) 819
(545,4) (545,5) 872
(546,4) (546,5) 269
(547,4) (547,5) 515
(548,4) (548,5) 773
(549,4) (549,5) 559
(550,4) (550,5) 521
(551,4) (551,5) 449
(552,4) (552,5) 461
(553,4) (553,5) 847
(554,4) (554,5) 956
(555,4) (555,5) 564
(556,4) (556,5) 499
(557,4) (557,5) 988
(558,4) (558,5) 36
(559,4) (559,5) 748
(560,4) (560,5) 267
(561,4) (561,5) 643
(562,4) (562,5) 430
(563,4) (563,5) 171
(564,4) (564,5) 95
(565,4) (565,5) 338
(566,4) (566,5) 141
(567,4) (567,5) 371
(568,4) (568,5) 467
(569,4) (569,5) 588
(570,4) (570,5) 606
(571,4) (571,5) 400
(572,4) (572,5) 484
(573,4) (573,5) 937
(574,4) (574,5) 538
(575,4) (575,5) 264
(576,4) (576,5) 909
(577,4) (577,5) 746
(578,4) (578,5) 9
(579,4) (579,5) 71
(580,4) (580,5) 784
(581,4) (581,5) 993
(582,4) (582,5) 104
(583,4) (583,5) 319
(584,4) (584,5) 382
(585,4) (585,5) 206
(586,4) (586,5) 614
(587,4) (587,5) 341
(588,4) (588,5) 435
(589,4) (589,5) 759
(590,4) (590,5) 97
(591,4) (591,5) 87
(592,4) (592,5) 49
(593,4) (593,5) 527
(594,4) (594,5) 16
(595,4) (595,5) 729
(596,4) (596,5) 47
(597,4) (597,5) 759
(598,4) (598,5) 180
(599,4) (599,5) 54
(600,4) (600,5) 877
(601,4) (601,5) 371
(602,4) (602,5) 128
(603,4) (603,5) 316
(604,4) (604,5) 687
(605,4) (605,5) 859
(606,4) (606,5) 98
(607,4) (607,5) 264
(608,4) (608,5) 564
(609,4) (609,5) 657
(610,4) (610,5) 397
(611,4) (611,5) 89
(612,4) (612,5) 529
(613,4) (613,5) 274
(614,4) (614,5) 668
(615,4) (615,5) 953
(616,4) (616,5) 47
(617,4) (617,5) 181
(618,4) (618,5) 805
(619,4) (619,5) 61
(620,4) (620,5) 934
(621,4) (621,5) 1
(622,4) (622,5) 120
(623,4) (623,5) 637
(624,4) (624,5) 156
(625,4) (625,5) 444
(626,4) (626,5) 99
(627,4) (627,5) 791
(628,4) (628,5) 799
(629,4) (629,5) 101
(630,4) (630,5) 211
(631,4) (631,5) 758
(632,4) (632,5) 538
(633,4) (633,5) 195
(634,4) (634,5) 89
(635,4) (635,5) 568
(636,4) (636,5) 183
(637,4) (637,5) 999
(638,4) (638,5) 78
(639,4) (639,5) 606
(640,4) (640,5) 897
(641,4) (641,5) 891
(642,4) (642,5) 461
(643,4) (643,5) 20
(644,4) (644,5) 989
(645,4) (645,5) 238
(646,4) (646,5) 379
(647,4) (647,5) 960
(648,4) (648,5) 317
(649,4) (649,5) 600
(650,4) (650,5) 333
(651,4) (651,5) 599
(652,4) (652,5) 696
(653,4) (653,5) 311
(654,4) (654,5) 351
(655,4) (655,5) 427
(656,4) (656,5) 410
(657,4) (657,5) 381
(658,4) (658,5) 228
(659,4) (659,5) 345
(660,4) (660,5) 611
(661,4) (661,5) 48
(662,4) (662,5) 623
(663,4) (663,5) 558
(664,4) (664,5) 310
(665,4) (665,5) 273
(666,4) (666,5) 157
(667,4) (667,5) 834
(668,4) (668,5) 496
(669,4) (669,5) 256
(670,4) (670,5) 828
(671,4) (671,5) 781
(672,4) (672,5) 851
(673,4) (673,5) 124
(674,4) (674,5) 196
(675,4) (675,5) 301
(676,4) (676,5) 71
(677,4) (677,5) 209
(678,4) (678,5) 497
(679,4) (679,5) 890
(680,4) (680,5) 44
(681,4) (681,5) 10
(682,4) (682,5) 194
(683,4) (683,5) 553
(684,4) (684,5) 134
(685,4) (685,5) 70
(686,4) (686,5) 585
(687,4) (687,5) 268
(688,4) (688,5) 908
(689,4) (689,5) 998
(690,4) (690,5) 631
(691,4) (691,5) 10
(692,4) (692,5) 127
(693,4) (693,5) 180
(694,4) (694,5) 764
(695,4) (695,5) 227
(696,4) (696,5) 380
(697,4) (697,5) 528
(698,4) (698,5) 919
(699,4) (699,5) 444
(700,4) (700,5) 591
(701,4) (701,5) 996
(702,4) (702,5) 896
(703,4) (703,5) 65
(704,4) (704,5) 388
(705,4) (705,5) 263
(706,4) (706,5) 896
(707,4) (707,5) 344
(708,4) (708,5) 82
(709,4) (709,5) 479
(710,4) (710,5) 681
(711,4) (711,5) 218
(712,4) (712,5) 671
(713,4) (713,5) 255
(714,4) (714,5) 544
(715,4) (715,5) 661
(716,4) (716,5) 498
(717,4) (717,5) 176
(718,4) (718,5) 179
(719,4) (719,5) 204
(720,4) (720,5) 441
(721,4) (721,5) 764
(722,4) (722,5) 272
(723,4) (723,5) 280
(724,4) (724,5) 855
(725,4) (725,5) 38
(726,4) (726,5) 740
(727,4) (727,5) 951
(728,4) (728,5) 889
(729,4) (729,5) 668
(730,4) (730,5) 405
(731,4) (731,5) 419
(732,4) (732,5) 934
(733,4) (733,5) 382
(734,4) (734,5) 581
(735,4) (735,5) 126
(736,4) (736,5) 929
(737,4) (737,5) 761
(738,4) (738,5) 267
(739,4) (739,5) 777
(740,4) (740,5) 684
(741,4) (741,5) 932
(742,4) (742,5) 919
(743,4) (743,5) 772
(744,4) (744,5) 643
(745,4) (745,5) 500
(746,4) (746,5) 698
(747,4) (747,5) 623
(748,4) (748,5) 642
(749,4) (749,5) 795
(750,4) (750,5) 848
(751,4) (751,5) 439
(752,4) (752,5) 403
(753,4) (753,5) 419
(754,4) (754,5) 571
(755,4) (755,5) 605
(756,4) (756,5) 560
(757,4) (757,5) 168
(758,4) (758,5) 997
(759,4) (759,5) 976
(760,4) (760,5) 993
(761,4) (761,5) 507
(762,4) (762,5) 658
(763,4) (763,5) 283
(764,4) (764,5) 755
